archive,family,member,instance_id,num_vars,declared_clauses,parsed_clauses,eligible,skip_reason,solver_status,solver_objective,support_count,has_nonzero_reduction,primal_residual,solver_runtime_seconds,wall_runtime_seconds,message
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_305.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_305.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.0050771236419677734,0.008611083999994662,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_306.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_306.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.00429987907409668,0.007995457999982136,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_307.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_307.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.0044820308685302734,0.008053833000076338,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_308.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_308.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.006708860397338867,0.010324916000058693,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_309.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_309.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.0046041011810302734,0.008172917000024427,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_31.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_31.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.0046579837799072266,0.008188625000002503,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_310.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_310.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.006825923919677734,0.010597332999964237,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_311.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_311.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.0044269561767578125,0.00842466599999625,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_312.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_312.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.004019975662231445,0.007920624999997017,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_313.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_313.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.005470991134643555,0.009167291000039768,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_314.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_314.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.006106138229370117,0.009759208999980729,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_315.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_315.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.005507946014404297,0.009153374999982589,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_316.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_316.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.005987882614135742,0.01018912500001079,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_317.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_317.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.00439000129699707,0.007998333000045932,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_318.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_318.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.005276918411254883,0.00897308300000077,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_319.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_319.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.005287885665893555,0.008766250000007858,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_32.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_32.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.004411935806274414,0.012402417000089372,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_320.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_320.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.005434989929199219,0.009002917000088928,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_321.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_321.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.0047149658203125,0.008501666000029218,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_322.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_322.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.004515171051025391,0.008203167000033318,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_323.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_323.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.00494384765625,0.00846408400002474,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_324.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_324.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.0056149959564208984,0.00911550000000716,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_325.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_325.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.004568815231323242,0.008078707999970902,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_326.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_326.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.005273103713989258,0.00931504099992253,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_327.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_327.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.005085945129394531,0.008956832999956532,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_328.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_328.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.004363059997558594,0.00790349999999762,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_329.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_329.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.004776954650878906,0.008408542000097441,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_33.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_33.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.00562596321105957,0.009175165999977253,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_330.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_330.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.004842042922973633,0.008399291999921843,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_331.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_331.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.0046460628509521484,0.00848491700003251,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_332.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_332.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.0049381256103515625,0.008895166000002064,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_333.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_333.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.004972934722900391,0.008705333000079918,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_334.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_334.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.005151987075805664,0.008951874999979736,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_335.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_335.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.0045070648193359375,0.00832158299999719,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_336.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_336.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.005385160446166992,0.009287959000062074,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_337.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_337.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.0053310394287109375,0.008943707999947037,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_338.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_338.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.005918979644775391,0.009658833000003142,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_339.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_339.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.005722999572753906,0.009381499999904008,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_34.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_34.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.005413055419921875,0.008926875000042855,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_340.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_340.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.0045549869537353516,0.00788016699993932,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_341.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_341.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.005158901214599609,0.008819749999929627,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_342.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_342.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.004437923431396484,0.008089291000032972,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_343.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_343.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.005239963531494141,0.008858250000002954,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_344.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_344.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.005838155746459961,0.009508375000109481,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_345.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_345.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.004690885543823242,0.008289041000011821,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_346.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_346.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.0049169063568115234,0.00845420800010288,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_347.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_347.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.00492405891418457,0.008421708000014405,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_348.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_348.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.005177021026611328,0.008680540999989717,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_349.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_349.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.0039958953857421875,0.007557958000006693,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_35.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_35.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.00501704216003418,0.008709291999934976,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_350.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_350.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.005552053451538086,0.009312041000043791,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_351.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_351.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.00459599494934082,0.008173499999998057,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_352.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_352.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.005719900131225586,0.009535916999993788,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_353.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_353.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.005316972732543945,0.008852082999965205,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_354.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_354.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.0049898624420166016,0.008280042000023968,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_355.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_355.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.005683183670043945,0.009158750000096916,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_356.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_356.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.004842996597290039,0.008401499999990847,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_357.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_357.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.005660057067871094,0.009704583000029743,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_358.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_358.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.005506038665771484,0.00932320799995523,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_359.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_359.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.005259990692138672,0.008629000000041742,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_36.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_36.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.005754947662353516,0.013642583999967428,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_360.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_360.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.005805015563964844,0.009440124999969157,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_361.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_361.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.0045740604400634766,0.008239708000019164,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_362.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_362.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.0048220157623291016,0.008549874999971507,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_363.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_363.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.005168914794921875,0.008745541999928719,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_364.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_364.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.004904985427856445,0.008294208000052095,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_365.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_365.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.004991054534912109,0.00841733300001124,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_366.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_366.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.00442194938659668,0.007970457999931568,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_367.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_367.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.0049588680267333984,0.008490541000014673,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_368.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_368.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.005038022994995117,0.008630082999957267,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_369.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_369.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.0047969818115234375,0.00848108399998182,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_37.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_37.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.006410837173461914,0.009938042000044334,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_370.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_370.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.0044689178466796875,0.008333959000083269,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_371.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_371.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.005126953125,0.008958624999991116,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_372.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_372.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.0048618316650390625,0.008900749999952495,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_373.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_373.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.004864931106567383,0.00871487500000967,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_374.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_374.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.004628896713256836,0.008737833000054707,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_375.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_375.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.005119800567626953,0.008965999999986707,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_376.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_376.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.005280971527099609,0.008832333999976072,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_377.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_377.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.005697011947631836,0.009258416999955443,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_378.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_378.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.005249977111816406,0.008835209000039868,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_379.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_379.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.005344867706298828,0.009048333000009734,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_38.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_38.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.0051038265228271484,0.008717083999954411,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_380.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_380.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.005753993988037109,0.009216999999921427,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_381.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_381.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.005290031433105469,0.008812959000010778,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_382.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_382.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.00486302375793457,0.008378541000070072,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_383.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_383.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.004727840423583984,0.008354333000056613,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_384.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_384.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.006472110748291016,0.009992334000003211,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_385.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_385.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.004437923431396484,0.008132291999913832,
CBS_k3_n100_m449_b10.tar.gz,CBS_k3_n100_m449_b10,CBS_k3_n100_m449_b10_386.cnf,CBS_k3_n100_m449_b10.tar.gz::CBS_k3_n100_m449_b10_386.cnf,100,449,449,True,,OPTIMAL,-0.0,0,False,0.0,0.005487918853759766,0.009237791000032303,
